Election: 2007 Consolidated
Jurisdiction:  Winnebago
Date:  2007-04-17 00:00:00
Registered Voters:  99678
Ballots Cast:  14264
Voter Turnout:  14
Active Precincts:  127

Election: 2007 Consolidated
Contest: W1 ALD LOVES PARK
Candidate Name,Total Votes,Vote %
Contest: ROSCOE PRESIDENT
Candidate Name,Total Votes,Vote %
DAVID A. KRIENKE (NP), 598, 63.48, 
KATHY GREEN-KLIEBE (NP), 340, 36.09, 
Write-In (NP), 4, 0.42, 

Contest: ROSCOE TRUSTEE
Candidate Name,Total Votes,Vote %
STACY MALLICOAT (NP), 596, 24, 
STANLEY L. SMITH (NP), 526, 21.18, 
DAVID D. DECARLO (NP), 523, 21.06, 
STEVE GRACEFFA (NP), 469, 18.89, 
STEVE UECK (NP), 364, 14.66, 
Write-In (NP), 5, 0.2, 

Contest: ROCKFORD PARK COMR 6Y
Candidate Name,Total Votes,Vote %
JACK L. ARMSTRONG (NP), 2332, 37.48, 
NATHANIEL MARTIN (NP), 2030, 32.63, 
CHARLOTTE HACKIN (NP), 1849, 29.72, 
Write-In (NP), 11, 0.18, 

Contest: SUMNER PARK COMR 6Y
Candidate Name,Total Votes,Vote %
Write-in (NP), 137, 100, 

Contest: WINNEBAGO PARK COMR 6Y
Candidate Name,Total Votes,Vote %
Write-in (NP), 25, 100, 

Contest: CHERRY VALLEY LIB TRS 6Y
Candidate Name,Total Votes,Vote %
KRISTIN A. OLSON (NP), 978, 37.95, 
DIANE NELSON (NP), 907, 35.2, 
JOANNE SANDMAN (NP), 686, 26.62, 
Write-In (NP), 6, 0.23, 

Contest: LIBRARY TRUSTEE * 4 YR TERM Un
Candidate Name,Total Votes,Vote %
MICHAEL HOLMES (NP), 940, 69.37, 
CHARLES POFFENBAUGH (NP), 411, 30.33, 
Write-In (NP), 4, 0.3, 

Contest: N SUBURBAN LIB TRST 4Y
Candidate Name,Total Votes,Vote %
DEDE ANDREWS (NP), 4079, 28.42, 
STACIE GENTRY (NP), 3889, 27.09, 
STEVEN F. SINKIAWIC (NP), 3717, 25.89, 
GEORGE M. ROSA (NP), 2650, 18.46, 
Write-In (NP), 20, 0.14, 

Contest: PECATONICA LIB TRST 6Y
Candidate Name,Total Votes,Vote %
LISA ROSENKRANS (NP), 688, 34.35, 
BARBARA SMITH (NP), 661, 33, 
MICHAEL SCHIRGER (NP), 645, 32.2, 
Write-In (NP), 9, 0.45, 

Contest: TALCOTT FREE LIB TRST 4Y
Candidate Name,Total Votes,Vote %
WENDY F. COMSTOCK (NP), 1126, 34.1, 
NINA HERZER (NP), 1096, 33.19, 
WILLIAM G. MIDGETT (NP), 1076, 32.59, 
Write-In (NP), 4, 0.12, 

Contest: WINNEBAGO LIB TRST 6Y
Candidate Name,Total Votes,Vote %
IRVIN KONING (NP), 480, 51.56, 
DONALD W. BROCKER (NP), 446, 47.91, 
Write-In (NP), 5, 0.54, 

Contest: WINNEBAGO LIB TRST 4Y
Candidate Name,Total Votes,Vote %
DONALD J. FOSTER (NP), 475, 99.16, 
Write-In (NP), 4, 0.84, 

Contest: WINNEBAGO LIB TRST 2Y
Candidate Name,Total Votes,Vote %
CINDY MCINTYRE (NP), 459, 98.08, 
Write-In (NP), 9, 1.92, 

Contest: HARLEM CCSD 122
Candidate Name,Total Votes,Vote %
HEATHER KELLEY (NP), 2410, 24.31, 
CHRISTOPHER WEBB (NP), 2250, 22.69, 
SANDI L. JOHNSON (NP), 2249, 22.68, 
LINDA L. YOUNG (NP), 1658, 16.72, 
GLORIA KELLY-MALONEY (NP), 1325, 13.36, 
Write-In (NP), 23, 0.23, 

Contest: N BOONE CUSD 200
Candidate Name,Total Votes,Vote %
BRADLEY R. CRULL (NP), 2, 33.33, 
JOHN W. ELLINGSON (NP), 2, 33.33, 
DENISE A. BALSLEY (NP), 1, 16.67, 
THOMAS M. KINSER (NP), 1, 16.67, 
Write-In (NP), 0, 0, 

Contest: ROCKFORD SCHOOL DIST C 205
Candidate Name,Total Votes,Vote %
ALICE SAUDARGAS (NP), 417, 58.73, 
JAY B. WARE (NP), 291, 40.99, 
Write-In (NP), 2, 0.28, 

Contest: ROCKFORD SCHOOL DIST E 205
Candidate Name,Total Votes,Vote %
ROBERT EVANS (NP), 273, 98.56, 
Write-In (NP), 4, 1.44, 

Contest: ROCKFORD SCHOOL DIST G 205
Candidate Name,Total Votes,Vote %
DAVID L. KELLEY (NP), 355, 49.72, 
BILL NEBLOCK (NP), 268, 37.54, 
MERRY E. HEARD (NP), 87, 12.18, 
Write-In (NP), 4, 0.56, 

Contest: MERIDIAN CUSD 223
Candidate Name,Total Votes,Vote %
BARBARA E. REEVERTS (NP), 25, 35.71, 
BRUCE E. LARSON (NP), 23, 32.86, 
TIMOTHY D. KING (NP), 22, 31.43, 
Write-In (NP), 0, 0, 

Contest: S BELOIT CUSD 320
Candidate Name,Total Votes,Vote %
CYNTHIA D. DUNAWAY (NP), 506, 25.83, 
SANDRA L. PETERSON (NP), 490, 25.01, 
THEODORE A. ZIERATH (NP), 483, 24.66, 
SCOTT M. BONNET (NP), 470, 23.99, 
Write-In (NP), 10, 0.51, 

Contest: S BELOIT CUSD 320 2Y
Candidate Name,Total Votes,Vote %
LEON J. ANDERSON (NP), 461, 99.78, 
Write-In (NP), 1, 0.22, 

Contest: PECATONICA CUSD 321 2Y
Candidate Name,Total Votes,Vote %
TIM COLBORN (NP), 376, 50.2, 
MICHAEL E. JOHNSON (NP), 370, 49.4, 
Write-In (NP), 3, 0.4, 

Contest: PECATONICA CUSD 321
Candidate Name,Total Votes,Vote %
DON MILLER (NP), 551, 18.46, 
SCOTT HARKER (NP), 370, 12.4, 
ELIZABETH L. CLARK (NP), 311, 10.42, 
GARY JACOBS (NP), 269, 9.01, 
JOHN VANNESS (NP), 269, 9.01, 
DEBORAH BARK (NP), 264, 8.84, 
SCOTT HAMILTON (NP), 262, 8.78, 
BERNADINE HARKER (NP), 206, 6.9, 
VERNELL SARVER (NP), 196, 6.57, 
DANIEL BARBER (NP), 177, 5.93, 
GEORGE MODICA (NP), 106, 3.55, 
Write-In (NP), 4, 0.13, 

Contest: DURAND CUSD 322
Candidate Name,Total Votes,Vote %
AMY BURDICK (NP), 238, 99.17, 
Write-In (NP), 2, 0.83, 

Contest: DURAND CUSD 322 REM
Candidate Name,Total Votes,Vote %
BRADLEY L. FAULKNER (NP), 203, 48.56, 
DONALD C. FUNFSINN (NP), 199, 47.61, 
Write-In (NP), 16, 3.83, 

Contest: WINNEBAGO CUSD 323
Candidate Name,Total Votes,Vote %
LISA J. MILLER (NP), 458, 46.22, 
FRANKLIN J EUBANK JR (NP), 445, 44.9, 
Write-In (NP), 88, 8.88, 

Contest: HIAWATHA SCHOOL DIST 426
Candidate Name,Total Votes,Vote %
MARTIN BANKS (NP), 2, 100, 
Write-In (NP), 0, 0, 

Contest: HIAWATHA SCHOOL DIST 426 REM
Candidate Name,Total Votes,Vote %
JACK NOVELLI (NP), 2, 50, 
HENRY BURGWEGER (NP), 2, 50, 
Write-In (NP), 0, 0, 

Contest: KINNIKINNICK CCSD 131
Candidate Name,Total Votes,Vote %
PENNY L. EVANS (NP), 944, 48.84, 
EDGAR DIAZ (NP), 846, 43.77, 
Write-In (NP), 143, 7.4, 

Contest: PRAIRIE HL CCSD 133
Candidate Name,Total Votes,Vote %
NATHAN BOLIN (NP), 707, 27.34, 
MICHAEL SORENSON (NP), 705, 27.26, 
JERROD BARENBAUM (NP), 593, 22.93, 
JON C. CANADAY (NP), 575, 22.24, 
Write-In (NP), 6, 0.23, 

Contest: PRAIRIE HL CCSD 133 2Y
Candidate Name,Total Votes,Vote %
JEFFREY ARONSON (NP), 870, 99.77, 
Write-In (NP), 2, 0.23, 

Contest: SHIRLAND CCSD 134 2Y
Candidate Name,Total Votes,Vote %
KENNETH KINNEY (NP), 136, 83.95, 
Write-In (NP), 26, 16.05, 

Contest: SHIRLAND CCSD 134
Candidate Name,Total Votes,Vote %
R. SCOTT TWIGG (NP), 116, 48.13, 
CARROLL W. BRUMFIELD (NP), 106, 43.98, 
Write-In (NP), 19, 7.88, 

Contest: ROCKTON SCHOOL DIST 140
Candidate Name,Total Votes,Vote %
LARRY SCHUBERT (NP), 1187, 33.5, 
BRENDA WARREN (NP), 1175, 33.16, 
ANNE PEARCY (NP), 1173, 33.11, 
Write-In (NP), 8, 0.23, 

Contest: HONONEGAH HS 207
Candidate Name,Total Votes,Vote %
MATT KENTNER (NP), 3078, 29.15, 
MARY P. LEWIS (NP), 3070, 29.08, 
DAVID J. KURLINKUS (NP), 2445, 23.16, 
KIM HODGES (NP), 1934, 18.32, 
Write-In (NP), 31, 0.29, 

Contest: ROCK VLY CCD 511 TRSTS
Candidate Name,Total Votes,Vote %
TED BIONDO (NP), 5809, 17.46, 
STEPHANIE RAACH (NP), 5315, 15.97, 
MICHAEL D. OLSON (NP), 4706, 14.14, 
KENT E. PETERSON (NP), 4566, 13.72, 
DAVID L. POWERS (NP), 3742, 11.25, 
JACK L. SIMON (NP), 3495, 10.5, 
STEVEN ULLRICK (NP), 3353, 10.08, 
CLIFFORD L. KIRKLAND (NP), 2245, 6.75, 
Write-In (NP), 42, 0.13, 

Contest: KISHWAUKEE CCD 523 TRSTS
Candidate Name,Total Votes,Vote %
KATHLEEN M. SPEARS (NP), 2, 50, 
SAMUEL C. FINCH (NP), 2, 50, 
NESTOR L. OSORIO (NP), 0, 0, 
Write-In (NP), 0, 0, 

Contest: REG BD (WINNEBAGO-BOONE)
Candidate Name,Total Votes,Vote %
BERNARD WALSH (NP), 7951, 52.73, 
ROBERT WALBERG (NP), 7088, 47, 
Write-In (NP), 41, 0.27, 

Contest: REG BD (DEKALB)
Candidate Name,Total Votes,Vote %
BARBARA TUTTLE (NP), 2, 100, 
Write-In (NP), 0, 0, 

Contest: REG BD (LEE-OGLE)
Candidate Name,Total Votes,Vote %
FRANCIS DREW (NP), 27, 100, 
Write-In (NP), 0, 0, 

Contest: WINNEBAGO FPD 1 TRUSTEE
Candidate Name,Total Votes,Vote %
JAMES MIKE MULVAIN (NP), 339, 99.41, 
Write-In (NP), 2, 0.59, 

Contest: FIRE TRUSTEE
Candidate Name,Total Votes,Vote %
MERLYN EICKMAN (NP), 711, 19.43, 
MARK HIGHLAND (NP), 677, 18.5, 
GARELT S. STAHL (NP), 663, 18.11, 
SCOTT E. DAHL (NP), 603, 16.48, 
WILLIAM B. HOFF (NP), 602, 16.45, 
RICK E. BOOK (NP), 396, 10.82, 
Write-In (NP), 8, 0.22, 

Contest: ROCKTON FPD TRUSTEE
Candidate Name,Total Votes,Vote %
MARK STEWARD (NP), 676, 25.95, 
DENNIS STIEN (NP), 652, 25.03, 
JAMES GRIFFIN (NP), 562, 21.57, 
RUSSELL PATTERSON (NP), 374, 14.36, 
BRUCE HEDRINGTON (NP), 340, 13.05, 
Write-In (NP), 1, 0.04, 

Contest: STILLMAN VLY FPD TRUSTEE
Candidate Name,Total Votes,Vote %
MICHAEL P. O&#039;HARE (NP), 28, 100, 
Write-In (NP), 0, 0, 

Contest: INDOOR SMOKING
Candidate Name,Total Votes,Vote %
YES (NP), 9386, 67.6, 
NO (NP), 4498, 32.4, 

Contest: INCREASE PTELL LIMIT Race 650
Candidate Name,Total Votes,Vote %
NO (NP), 889, 79.23, 
YES (NP), 233, 20.77, 

Contest: SCHOOL BUILDING BOND
Candidate Name,Total Votes,Vote %
YES (NP), 745, 65.24, 
NO (NP), 397, 34.76, 

Contest: CORPORATE TAX LEVY
Candidate Name,Total Votes,Vote %
NO (NP), 835, 56.8, 
YES (NP), 635, 43.2, 

